ekenis	9.861	54.602	9.892	54.602	9.892	54.619	9.861	54.619	9.861	54.602
senheim	7.176	50.046	7.248	50.046	7.248	50.110	7.176	50.110	7.176	50.046
elz	7.964	50.401	8.055	50.401	8.055	50.445	7.964	50.445	7.964	50.401
ruderatshofen	10.538	47.784	10.620	47.784	10.620	47.860	10.538	47.860	10.538	47.784
nöbdenitz	12.258	50.858	12.318	50.858	12.318	50.906	12.258	50.906	12.258	50.858
warmsen	8.773	52.389	8.926	52.389	8.926	52.498	8.773	52.498	8.773	52.389
tiefenthal	8.086	49.534	8.127	49.534	8.127	49.557	8.086	49.557	8.086	49.534
neunburg vorm wald	12.220	49.305	12.490	49.305	12.490	49.392	12.220	49.392	12.220	49.305
moormerland	7.299	53.273	7.560	53.273	7.560	53.376	7.299	53.376	7.299	53.273
recke	7.626	52.324	7.783	52.324	7.783	52.401	7.626	52.401	7.626	52.324
abenberg	10.855	49.192	11.008	49.192	11.008	49.275	10.855	49.275	10.855	49.192
erndtebrück	8.188	50.927	8.347	50.927	8.347	51.052	8.188	51.052	8.188	50.927
heppenheim (bergstraße)	8.589	49.603	8.731	49.603	8.731	49.683	8.589	49.683	8.589	49.603
inning a.holz	12.041	48.322	12.103	48.322	12.103	48.366	12.041	48.366	12.041	48.322
barendorf	10.494	53.212	10.560	53.212	10.560	53.244	10.494	53.244	10.494	53.212
wietze	9.735	52.596	9.888	52.596	9.888	52.690	9.735	52.690	9.735	52.596
hollenstedt	9.669	53.329	9.735	53.329	9.735	53.396	9.669	53.396	9.669	53.329
laudenbach	8.594	49.598	8.694	49.598	8.694	49.626	8.594	49.626	8.594	49.598
drangstedt	8.683	53.598	8.793	53.598	8.793	53.634	8.683	53.634	8.683	53.598
steffenshagen	11.793	54.087	11.851	54.087	11.851	54.127	11.793	54.127	11.793	54.087
riedering	12.169	47.810	12.293	47.810	12.293	47.876	12.169	47.876	12.169	47.810
sindelsdorf	11.305	47.693	11.375	47.693	11.375	47.741	11.305	47.741	11.305	47.693
auenwald	9.481	48.919	9.564	48.919	9.564	48.973	9.481	48.973	9.481	48.919
flörsheim-dalsheim	8.174	49.644	8.239	49.644	8.239	49.678	8.174	49.678	8.174	49.644
nieder kostenz	7.333	49.935	7.381	49.935	7.381	49.958	7.333	49.958	7.333	49.935
michelfeld	9.580	49.085	9.698	49.085	9.698	49.152	9.580	49.152	9.580	49.085
diemelstadt	8.890	51.434	9.092	51.434	9.092	51.519	8.890	51.519	8.890	51.434
landolfshausen	10.050	51.515	10.134	51.515	10.134	51.556	10.050	51.556	10.050	51.515
nürtingen	9.280	48.577	9.417	48.577	9.417	48.657	9.280	48.657	9.280	48.577
densborn	6.573	50.100	6.677	50.100	6.677	50.141	6.573	50.141	6.573	50.100
wangenheim	10.580	51.008	10.648	51.008	10.648	51.040	10.580	51.040	10.580	51.008
groß luckow	13.798	53.514	13.857	53.514	13.857	53.556	13.798	53.556	13.798	53.514
marktredwitz	12.030	49.977	12.176	49.977	12.176	50.046	12.030	50.046	12.030	49.977
kletzin	13.063	53.904	13.216	53.904	13.216	53.954	13.063	53.954	13.063	53.904
oberhain	11.088	50.603	11.155	50.603	11.155	50.649	11.088	50.649	11.088	50.603
halbs	7.945	50.584	7.975	50.584	7.975	50.601	7.945	50.601	7.945	50.584
grauel	9.642	54.047	9.706	54.047	9.706	54.080	9.642	54.080	9.642	54.047
groß disnack	10.667	53.719	10.708	53.719	10.708	53.756	10.667	53.756	10.667	53.719
domsühl	11.702	53.455	11.836	53.455	11.836	53.504	11.702	53.504	11.702	53.455
binzen	7.602	47.620	7.648	47.620	7.648	47.649	7.602	47.649	7.602	47.620
dettenhausen	9.078	48.579	9.132	48.579	9.132	48.623	9.078	48.623	9.078	48.579
nonnenhorn	9.602	47.569	9.629	47.569	9.629	47.586	9.602	47.586	9.602	47.569
neuburg a.d.kammel	10.320	48.272	10.440	48.272	10.440	48.336	10.320	48.336	10.320	48.272
altenhof	12.318	53.330	12.413	53.330	12.413	53.377	12.318	53.377	12.318	53.330
föckelberg	7.473	49.518	7.507	49.518	7.507	49.539	7.473	49.539	7.473	49.518
hohnhorst	9.325	52.348	9.387	52.348	9.387	52.388	9.325	52.388	9.325	52.348
monsheim	8.178	49.621	8.242	49.621	8.242	49.647	8.178	49.647	8.178	49.621
wilhermsdorf	10.680	49.433	10.760	49.433	10.760	49.505	10.680	49.505	10.680	49.433
cappel	8.535	53.717	8.583	53.717	8.583	53.764	8.535	53.764	8.535	53.717
meezen	9.679	54.042	9.751	54.042	9.751	54.076	9.679	54.076	9.679	54.042
büchlberg	13.483	48.644	13.590	48.644	13.590	48.714	13.483	48.714	13.483	48.644
berlingerode	10.209	51.424	10.265	51.424	10.265	51.470	10.209	51.470	10.209	51.424
wallerstein	10.421	48.867	10.515	48.867	10.515	48.915	10.421	48.915	10.421	48.867
serrig	6.549	49.546	6.654	49.546	6.654	49.593	6.549	49.593	6.549	49.546
daiting	10.835	48.761	10.932	48.761	10.932	48.824	10.835	48.824	10.835	48.761
barnstorf	8.404	52.659	8.537	52.659	8.537	52.760	8.404	52.760	8.404	52.659
heilenbach	6.440	50.050	6.482	50.050	6.482	50.099	6.440	50.099	6.440	50.050
marienfels	7.785	50.232	7.827	50.232	7.827	50.261	7.785	50.261	7.785	50.232
eckersdorf	11.382	49.919	11.530	49.919	11.530	49.992	11.382	49.992	11.382	49.919
beuren (hochwald)	6.857	49.694	6.949	49.694	6.949	49.749	6.857	49.749	6.857	49.694
kürnbach	8.812	49.058	8.880	49.058	8.880	49.095	8.812	49.095	8.812	49.058
idar-oberstein	7.253	49.649	7.446	49.649	7.446	49.755	7.253	49.755	7.253	49.649
bad salzschlirf	9.466	50.610	9.550	50.610	9.550	50.664	9.466	50.664	9.466	50.610
peuschen	11.613	50.643	11.684	50.643	11.684	50.670	11.613	50.670	11.613	50.643
weisendorf	10.754	49.590	10.876	49.590	10.876	49.664	10.754	49.664	10.754	49.590
steimel	7.598	50.605	7.652	50.605	7.652	50.636	7.598	50.636	7.598	50.605
klüsserath	6.818	49.839	6.888	49.839	6.888	49.880	6.818	49.880	6.818	49.839
behlendorf	10.630	53.678	10.692	53.678	10.692	53.724	10.630	53.724	10.630	53.678
höhfröschen	7.527	49.236	7.577	49.236	7.577	49.254	7.527	49.254	7.527	49.236
preetz	12.942	54.315	13.027	54.315	13.027	54.362	12.942	54.362	12.942	54.315
jakobsdorf	12.890	54.196	12.980	54.196	12.980	54.263	12.890	54.263	12.890	54.196
heinbockel	9.261	53.523	9.363	53.523	9.363	53.591	9.261	53.591	9.261	53.523
wertach	10.360	47.533	10.475	47.533	10.475	47.628	10.360	47.628	10.360	47.533
rehweiler	7.398	49.471	7.473	49.471	7.473	49.500	7.398	49.500	7.398	49.471
obermaiselstein	10.133	47.412	10.261	47.412	10.261	47.457	10.133	47.457	10.133	47.412
crinitz	13.695	51.714	13.783	51.714	13.783	51.760	13.695	51.760	13.695	51.714
egg a.d.günz	10.234	48.064	10.325	48.064	10.325	48.119	10.234	48.119	10.234	48.064
bösel	7.898	52.964	8.104	52.964	8.104	53.085	7.898	53.085	7.898	52.964
kröv	7.055	49.967	7.124	49.967	7.124	50.021	7.055	50.021	7.055	49.967
zehdenick	13.210	52.901	13.518	52.901	13.518	53.079	13.210	53.079	13.210	52.901
hundhaupten	11.965	50.816	12.020	50.816	12.020	50.849	11.965	50.849	11.965	50.816
gronau (leine)	9.732	52.069	9.865	52.069	9.865	52.120	9.732	52.120	9.732	52.069
almstedt	9.934	52.019	9.976	52.019	9.976	52.075	9.934	52.075	9.934	52.019
erlenbach bei kandel	8.165	49.100	8.216	49.100	8.216	49.127	8.165	49.127	8.165	49.100
altomünster	11.162	48.338	11.332	48.338	11.332	48.442	11.162	48.442	11.162	48.338
hohenaltheim	10.476	48.752	10.559	48.752	10.559	48.798	10.476	48.798	10.476	48.752
hemsbach	8.589	49.582	8.698	49.582	8.698	49.607	8.589	49.607	8.589	49.582
hennigsdorf	13.153	52.587	13.242	52.587	13.242	52.673	13.153	52.673	13.153	52.587
trockenborn-wolfersdorf	11.646	50.761	11.724	50.761	11.724	50.814	11.646	50.814	11.646	50.761
weißensberg	9.706	47.572	9.749	47.572	9.749	47.617	9.706	47.617	9.706	47.572
wain	9.978	48.151	10.069	48.151	10.069	48.205	9.978	48.205	9.978	48.151
wensin	10.373	53.964	10.461	53.964	10.461	54.023	10.373	54.023	10.373	53.964
ortenberg	7.952	48.435	7.996	48.435	7.996	48.464	7.952	48.464	7.952	48.435
loose	9.837	54.505	9.937	54.505	9.937	54.542	9.837	54.542	9.837	54.505
thumby	9.827	54.583	9.904	54.583	9.904	54.618	9.827	54.618	9.827	54.583
damp	10.023	54.581	10.029	54.581	10.029	54.584	10.023	54.584	10.023	54.581
güby	9.673	54.490	9.697	54.490	9.697	54.515	9.673	54.515	9.673	54.490
rieseby	9.755	54.551	9.831	54.551	9.831	54.586	9.755	54.586	9.755	54.551
winterspelt	6.166	50.179	6.257	50.179	6.257	50.257	6.166	50.257	6.166	50.179
tastrup	9.459	54.748	9.498	54.748	9.498	54.772	9.459	54.772	9.459	54.748
heckhuscheid	6.161	50.164	6.242	50.164	6.242	50.196	6.161	50.196	6.161	50.164
oderaue	14.095	52.723	14.259	52.723	14.259	52.832	14.095	52.832	14.095	52.723
kirchweidach	12.613	48.065	12.681	48.065	12.681	48.138	12.613	48.138	12.613	48.065
schwarzheide	13.794	51.461	13.924	51.461	13.924	51.514	13.794	51.514	13.794	51.461
rhinow	12.268	52.714	12.368	52.714	12.368	52.795	12.268	52.795	12.268	52.714
geilnau	7.904	50.345	7.939	50.345	7.939	50.365	7.904	50.365	7.904	50.345
lindau	9.870	54.346	9.963	54.346	9.963	54.419	9.870	54.419	9.870	54.346
osterrönfeld	9.667	54.251	9.773	54.251	9.773	54.299	9.667	54.299	9.667	54.251
staven	13.343	53.608	13.434	53.608	13.434	53.654	13.343	53.654	13.343	53.608
anröchte	8.225	51.507	8.386	51.507	8.386	51.593	8.225	51.593	8.225	51.507
sternenfels	8.834	49.001	8.905	49.001	8.905	49.062	8.834	49.062	8.834	49.001
colmberg	10.350	49.323	10.469	49.323	10.469	49.415	10.350	49.415	10.350	49.323
waltersdorf	11.730	50.814	11.766	50.814	11.766	50.841	11.730	50.841	11.730	50.814
ruppichteroth	7.338	50.778	7.530	50.778	7.530	50.879	7.338	50.879	7.338	50.778
rüscheid	7.544	50.513	7.591	50.513	7.591	50.536	7.544	50.536	7.544	50.513
grafenau	8.855	48.697	8.944	48.697	8.944	48.731	8.855	48.731	8.855	48.697
schwanheide	10.618	53.408	10.718	53.408	10.718	53.462	10.618	53.462	10.618	53.408
nimshuscheid	6.468	50.083	6.508	50.083	6.508	50.113	6.468	50.113	6.468	50.083
neidenbach	6.540	50.073	6.593	50.073	6.593	50.114	6.540	50.114	6.540	50.073
nieden	13.903	53.422	13.949	53.422	13.949	53.453	13.903	53.453	13.903	53.422
steffeln	6.511	50.271	6.603	50.271	6.603	50.311	6.511	50.311	6.511	50.271
ebringen	7.766	47.932	7.809	47.932	7.809	47.969	7.766	47.969	7.766	47.932
litzendorf	10.973	49.893	11.107	49.893	11.107	49.934	10.973	49.934	10.973	49.893
ennepetal	7.297	51.239	7.432	51.239	7.432	51.332	7.297	51.332	7.297	51.239
obernholz	10.539	52.736	10.670	52.736	10.670	52.796	10.539	52.796	10.539	52.736
roßhaupten	10.654	47.627	10.773	47.627	10.773	47.693	10.654	47.693	10.654	47.627
kleinsteinhausen	7.439	49.181	7.493	49.181	7.493	49.209	7.439	49.209	7.439	49.181
friedelsheim	8.206	49.437	8.236	49.437	8.236	49.467	8.206	49.467	8.206	49.437
eimke	10.245	52.854	10.383	52.854	10.383	52.997	10.245	52.997	10.245	52.854
illertissen	10.066	48.184	10.154	48.184	10.154	48.269	10.066	48.269	10.066	48.184
eitelborn	7.688	50.352	7.744	50.352	7.744	50.402	7.688	50.402	7.688	50.352
waltenhausen	10.315	48.160	10.379	48.160	10.379	48.205	10.315	48.205	10.315	48.160
boksee	10.097	54.233	10.151	54.233	10.151	54.258	10.097	54.258	10.097	54.233
kaufungen	9.552	51.246	9.671	51.246	9.671	51.305	9.552	51.305	9.552	51.246
andechs	11.150	47.921	11.246	47.921	11.246	48.023	11.150	48.023	11.150	47.921
klein rönnau	10.308	53.949	10.354	53.949	10.354	53.974	10.308	53.974	10.308	53.949
sachsenkam	11.599	47.789	11.665	47.789	11.665	47.832	11.599	47.832	11.599	47.789
mosbach	9.088	49.321	9.198	49.321	9.198	49.461	9.088	49.461	9.088	49.321
hüde	8.305	52.477	8.461	52.477	8.461	52.532	8.305	52.532	8.305	52.477
bienenbüttel	10.382	53.084	10.588	53.084	10.588	53.204	10.382	53.204	10.382	53.084
buchholz	10.719	53.720	10.749	53.720	10.749	53.741	10.719	53.741	10.719	53.720
anzing	11.822	48.131	11.888	48.131	11.888	48.182	11.822	48.182	11.822	48.131
dahlenburg	10.627	53.149	10.780	53.149	10.780	53.254	10.627	53.254	10.627	53.149
mosbruch	6.913	50.253	6.957	50.253	6.957	50.271	6.913	50.271	6.913	50.253
oberteuringen	9.428	47.699	9.501	47.699	9.501	47.765	9.428	47.765	9.428	47.699
hasenmoor	9.950	53.885	10.048	53.885	10.048	53.935	9.950	53.935	9.950	53.885
müllenbach	6.889	50.307	6.949	50.307	6.949	50.333	6.889	50.333	6.889	50.307
breitscheidt	7.639	50.740	7.674	50.740	7.674	50.761	7.639	50.761	7.639	50.740
furth im wald	12.746	49.251	12.920	49.251	12.920	49.351	12.746	49.351	12.746	49.251
albessen	7.307	49.507	7.352	49.507	7.352	49.528	7.307	49.528	7.307	49.507
wathlingen	10.113	52.498	10.173	52.498	10.173	52.554	10.113	52.554	10.113	52.498
berumbur	7.295	53.573	7.334	53.573	7.334	53.628	7.295	53.628	7.295	53.573
wöllstadt	8.728	50.255	8.788	50.255	8.788	50.311	8.728	50.311	8.728	50.255
langelsheim	10.257	51.856	10.392	51.856	10.392	51.988	10.257	51.988	10.257	51.856
gröbenzell	11.354	48.178	11.393	48.178	11.393	48.206	11.354	48.206	11.354	48.178
neuendorf	9.577	50.018	9.654	50.018	9.654	50.047	9.577	50.047	9.577	50.018
sankt goarshausen	7.662	50.121	7.745	50.121	7.745	50.195	7.662	50.195	7.662	50.121
schulzendorf	13.561	52.337	13.613	52.337	13.613	52.380	13.561	52.380	13.561	52.337
knittlingen	8.730	48.993	8.839	48.993	8.839	49.046	8.730	49.046	8.730	48.993
ettersburg	11.257	51.026	11.295	51.026	11.295	51.044	11.257	51.044	11.257	51.026
userin	12.904	53.281	13.045	53.281	13.045	53.361	12.904	53.361	12.904	53.281
medebach	8.587	51.133	8.768	51.133	8.768	51.277	8.587	51.277	8.587	51.133
neuenbrook	9.481	53.844	9.578	53.844	9.578	53.874	9.481	53.874	9.481	53.844
gorden-staupitz	13.552	51.504	13.701	51.504	13.701	51.559	13.552	51.559	13.552	51.504
hohenfelde	9.573	53.825	9.677	53.825	9.677	53.874	9.573	53.874	9.573	53.825
kefferhausen	10.229	51.294	10.294	51.294	10.294	51.327	10.229	51.327	10.229	51.294
dossenheim	8.620	49.437	8.747	49.437	8.747	49.467	8.620	49.467	8.620	49.437
setzin	11.026	53.389	11.126	53.389	11.126	53.453	11.026	53.453	11.026	53.389
swisttal	6.854	50.635	6.997	50.635	6.997	50.734	6.854	50.734	6.854	50.635
reesdorf	10.046	54.180	10.078	54.180	10.078	54.211	10.046	54.211	10.046	54.180
falkenstein	12.410	49.056	12.548	49.056	12.548	49.142	12.410	49.142	12.410	49.056
undenheim	8.189	49.822	8.249	49.822	8.249	49.852	8.189	49.852	8.189	49.822
callbach	7.689	49.691	7.735	49.691	7.735	49.714	7.689	49.714	7.689	49.691
reuth b.erbendorf	12.112	49.829	12.178	49.829	12.178	49.880	12.112	49.880	12.112	49.829
weiterstadt	8.550	49.881	8.634	49.881	8.634	49.956	8.550	49.956	8.550	49.881
mittelneufnach	10.542	48.158	10.628	48.158	10.628	48.207	10.542	48.207	10.542	48.158
dollrottfeld	9.794	54.628	9.843	54.628	9.843	54.649	9.794	54.649	9.794	54.628
marl	8.314	52.469	8.424	52.469	8.424	52.512	8.314	52.512	8.314	52.469
walpertskirchen	11.932	48.238	12.014	48.238	12.014	48.281	11.932	48.281	11.932	48.238
fohren-linden	7.262	49.571	7.317	49.571	7.317	49.607	7.262	49.607	7.262	49.571
dhronecken	6.966	49.725	6.990	49.725	6.990	49.736	6.966	49.736	6.966	49.725
bützow	11.941	53.804	12.036	53.804	12.036	53.898	11.941	53.898	11.941	53.804
beimerstetten	9.936	48.463	10.008	48.463	10.008	48.507	9.936	48.507	9.936	48.463
severin	11.749	53.490	11.833	53.490	11.833	53.520	11.749	53.520	11.749	53.490
simonsberg	8.928	54.428	9.029	54.428	9.029	54.477	8.928	54.477	8.928	54.428
olderup	9.037	54.516	9.141	54.516	9.141	54.560	9.037	54.560	9.037	54.516
südermarsch	9.009	54.409	9.142	54.409	9.142	54.471	9.009	54.471	9.009	54.409
wisch	9.140	54.403	9.175	54.403	9.175	54.423	9.140	54.423	9.140	54.403
ramstedt	9.145	54.385	9.194	54.385	9.194	54.422	9.145	54.422	9.145	54.385
seefeld	11.162	47.997	11.281	47.997	11.281	48.075	11.162	48.075	11.162	47.997
weeze	6.091	51.561	6.256	51.561	6.256	51.678	6.091	51.678	6.091	51.561
blankenrath	7.281	50.028	7.332	50.028	7.332	50.052	7.281	50.052	7.281	50.028
höfen an der enz	8.551	48.787	8.608	48.787	8.608	48.818	8.551	48.818	8.551	48.787
hohen neuendorf	13.205	52.627	13.359	52.627	13.359	52.741	13.205	52.741	13.205	52.627
peissen	9.563	54.015	9.628	54.015	9.628	54.050	9.563	54.050	9.563	54.015
bollenbach	7.341	49.825	7.373	49.825	7.373	49.852	7.341	49.852	7.341	49.825
kraja	10.500	51.435	10.539	51.435	10.539	51.464	10.500	51.464	10.500	51.435
henstedt-ulzburg	9.927	53.746	10.094	53.746	10.094	53.816	9.927	53.816	9.927	53.746
baiern	11.882	47.931	11.946	47.931	11.946	48.004	11.882	48.004	11.882	47.931
schnaitsee	12.324	48.034	12.451	48.034	12.451	48.132	12.324	48.132	12.324	48.034
breege	13.355	54.611	13.359	54.611	13.359	54.613	13.355	54.613	13.355	54.611
strohn	6.898	50.091	6.954	50.091	6.954	50.126	6.898	50.126	6.898	50.091
mehlbek	9.404	53.985	9.468	53.985	9.468	54.027	9.404	54.027	9.404	53.985
enzklösterle	8.405	48.617	8.496	48.617	8.496	48.687	8.405	48.687	8.405	48.617
bad säckingen	7.907	47.544	8.014	47.544	8.014	47.592	7.907	47.592	7.907	47.544
kuddewörde	10.369	53.559	10.440	53.559	10.440	53.597	10.369	53.597	10.369	53.559
cadolzburg	10.779	49.417	10.917	49.417	10.917	49.496	10.779	49.496	10.779	49.417
göhren-lebbin	12.470	53.438	12.581	53.438	12.581	53.513	12.470	53.513	12.470	53.438
walting	11.247	48.865	11.370	48.865	11.370	48.951	11.247	48.951	11.247	48.865
mödingen	10.410	48.611	10.496	48.611	10.496	48.671	10.410	48.671	10.410	48.611
unterschleißheim	11.515	48.255	11.595	48.255	11.595	48.300	11.515	48.300	11.515	48.255
hohenöllen	7.613	49.609	7.643	49.609	7.643	49.644	7.613	49.644	7.613	49.609
kohlberg	11.968	49.569	12.091	49.569	12.091	49.640	11.968	49.640	11.968	49.569
dinkelsbühl	10.205	49.029	10.431	49.029	10.431	49.130	10.205	49.130	10.205	49.029
emmering	12.027	47.970	12.100	47.970	12.100	48.018	12.027	48.018	12.027	47.970
gottfrieding	12.502	48.583	12.576	48.583	12.576	48.673	12.502	48.673	12.502	48.583
mesekenhagen	13.287	54.134	13.409	54.134	13.409	54.194	13.287	54.194	13.287	54.134
brechen	8.114	50.336	8.259	50.336	8.259	50.387	8.114	50.387	8.114	50.336
nottuln	7.256	51.877	7.462	51.877	7.462	51.971	7.256	51.971	7.256	51.877
langenwolschendorf	11.919	50.618	11.973	50.618	11.973	50.649	11.919	50.649	11.919	50.618
alfstedt	9.011	53.530	9.116	53.530	9.116	53.572	9.011	53.572	9.011	53.530
dohren	7.543	52.609	7.658	52.609	7.658	52.658	7.543	52.658	7.543	52.609
aitrang	10.467	47.791	10.560	47.791	10.560	47.862	10.467	47.862	10.467	47.791
lautenbach	8.092	48.492	8.175	48.492	8.175	48.549	8.092	48.549	8.092	48.492
honerath	6.882	50.375	6.916	50.375	6.916	50.390	6.882	50.390	6.882	50.375
flemlingen	7.963	49.239	8.112	49.239	8.112	49.296	7.963	49.296	7.963	49.239
bliedersdorf	9.527	53.457	9.590	53.457	9.590	53.505	9.527	53.505	9.527	53.457
almersbach	7.614	50.671	7.637	50.671	7.637	50.677	7.614	50.677	7.614	50.671
rheden	9.761	52.025	9.845	52.025	9.845	52.076	9.761	52.076	9.761	52.025
günserode	11.019	51.290	11.083	51.290	11.083	51.325	11.019	51.325	11.019	51.290
overath	7.194	50.907	7.398	50.907	7.398	50.988	7.194	50.988	7.194	50.907
kottenborn	6.886	50.338	6.921	50.338	6.921	50.361	6.886	50.361	6.886	50.338
schortens	7.827	53.504	8.050	53.504	8.050	53.601	7.827	53.601	7.827	53.504
karbow-vietlübbe	12.090	53.378	12.176	53.378	12.176	53.431	12.090	53.431	12.090	53.378
ennigerloh	7.878	51.805	8.140	51.805	8.140	51.923	7.878	51.923	7.878	51.805
tegernheim	12.159	49.007	12.214	49.007	12.214	49.056	12.159	49.056	12.159	49.007
großenlüder	9.479	50.513	9.610	50.513	9.610	50.631	9.479	50.631	9.479	50.513
forst	7.661	50.795	7.702	50.795	7.702	50.825	7.661	50.825	7.661	50.795
holzerath	6.752	49.663	6.806	49.663	6.806	49.689	6.752	49.689	6.752	49.663
obrigheim	9.012	49.320	9.102	49.320	9.102	49.376	9.012	49.376	9.012	49.320
glottertal	7.916	48.014	8.015	48.014	8.015	48.065	7.916	48.065	7.916	48.014
pfiffelbach	11.417	51.038	11.476	51.038	11.476	51.075	11.417	51.075	11.417	51.038
etschberg	7.406	49.496	7.439	49.496	7.439	49.520	7.406	49.520	7.406	49.496
forheim	10.413	48.728	10.496	48.728	10.496	48.787	10.413	48.787	10.413	48.728
seelbach bei hamm (sieg)	7.668	50.736	7.703	50.736	7.703	50.757	7.668	50.757	7.668	50.736
ravengiersburg	7.457	49.912	7.539	49.912	7.539	49.944	7.457	49.944	7.457	49.912
ihlow	7.279	53.348	7.542	53.348	7.542	53.468	7.279	53.468	7.279	53.348
dürnau	9.622	48.623	9.649	48.623	9.649	48.659	9.622	48.659	9.622	48.623
passow	14.051	53.107	14.204	53.107	14.204	53.198	14.051	53.198	14.051	53.107
lensahn	10.803	54.178	10.919	54.178	10.919	54.263	10.803	54.263	10.803	54.178
königsfeld	7.139	50.486	7.212	50.486	7.212	50.512	7.139	50.512	7.139	50.486
neugernsdorf	12.114	50.685	12.151	50.685	12.151	50.716	12.114	50.716	12.114	50.685
korbußen	12.147	50.874	12.201	50.874	12.201	50.901	12.147	50.901	12.147	50.874
grafenberg	9.287	48.559	9.324	48.559	9.324	48.582	9.287	48.582	9.287	48.559
fahrenzhausen	11.504	48.327	11.625	48.327	11.625	48.394	11.504	48.394	11.504	48.327
müsch	6.812	50.375	6.849	50.375	6.849	50.396	6.812	50.396	6.812	50.375
heinrichsruh	13.890	53.604	13.971	53.604	13.971	53.658	13.890	53.658	13.890	53.604
barchfeld	10.273	50.780	10.338	50.780	10.338	50.820	10.273	50.820	10.273	50.780
achern	7.966	48.585	8.249	48.585	8.249	48.683	7.966	48.683	7.966	48.585
schönau (pfalz)	7.696	49.044	7.795	49.044	7.795	49.086	7.696	49.086	7.696	49.044
sensweiler	7.182	49.749	7.233	49.749	7.233	49.787	7.182	49.787	7.182	49.749
buggenhagen	13.807	53.877	13.914	53.877	13.914	53.944	13.807	53.944	13.807	53.877
teunz	12.327	49.468	12.433	49.468	12.433	49.532	12.327	49.532	12.327	49.468
görkwitz	11.759	50.568	11.802	50.568	11.802	50.604	11.759	50.604	11.759	50.568
eppertshausen	8.755	49.936	8.887	49.936	8.887	49.963	8.755	49.963	8.755	49.936
oberndorf am neckar	8.493	48.261	8.663	48.261	8.663	48.332	8.493	48.332	8.493	48.261
schönbeck	13.519	53.566	13.668	53.566	13.668	53.605	13.519	53.605	13.519	53.566
gräfenroda	10.744	50.685	10.839	50.685	10.839	50.762	10.744	50.762	10.744	50.685
donaustauf	12.189	49.014	12.277	49.014	12.277	49.049	12.189	49.049	12.189	49.014
thundorf i.ufr.	10.284	50.171	10.370	50.171	10.370	50.233	10.284	50.233	10.284	50.171
hettenshausen	11.479	48.481	11.575	48.481	11.575	48.522	11.479	48.522	11.479	48.481
hüttblek	10.053	53.828	10.089	53.828	10.089	53.845	10.053	53.845	10.053	53.828
wittenbeck	11.775	54.105	11.837	54.105	11.837	54.149	11.775	54.149	11.775	54.105
dünfus	7.209	50.204	7.242	50.204	7.242	50.231	7.209	50.231	7.209	50.204
hattenhofen	11.086	48.208	11.136	48.208	11.136	48.237	11.086	48.237	11.086	48.208
feichten a.d.alz	12.564	48.064	12.631	48.064	12.631	48.113	12.564	48.113	12.564	48.064
leimbach	6.903	50.391	6.992	50.391	6.992	50.428	6.903	50.428	6.903	50.391
woringen	10.158	47.902	10.237	47.902	10.237	47.952	10.158	47.952	10.158	47.902
brachttal	9.239	50.272	9.348	50.272	9.348	50.333	9.239	50.333	9.239	50.272
lamspringe	9.975	51.927	10.086	51.927	10.086	51.985	9.975	51.985	9.975	51.927
kleinrinderfeld	9.821	49.682	9.865	49.682	9.865	49.735	9.821	49.735	9.821	49.682
niederstedem	6.470	49.910	6.515	49.910	6.515	49.948	6.470	49.948	6.470	49.910
spay	7.626	50.246	7.652	50.246	7.652	50.271	7.626	50.271	7.626	50.246
elgersburg	10.810	50.660	10.873	50.660	10.873	50.715	10.810	50.715	10.810	50.660
großostheim	9.019	49.866	9.112	49.866	9.112	49.956	9.019	49.956	9.019	49.866
gstadt a.chiemsee	12.393	47.875	12.444	47.875	12.444	47.927	12.393	47.927	12.393	47.875
nimsreuland	6.432	50.118	6.469	50.118	6.469	50.147	6.432	50.147	6.432	50.118
haste	9.351	52.363	9.427	52.363	9.427	52.407	9.351	52.407	9.351	52.363
brakel	9.063	51.628	9.287	51.628	9.287	51.798	9.063	51.798	9.063	51.628
hellertshausen	7.206	49.810	7.289	49.810	7.289	49.835	7.206	49.835	7.206	49.810
bottenbach	7.482	49.175	7.530	49.175	7.530	49.201	7.482	49.201	7.482	49.175
absberg	10.813	49.127	10.916	49.127	10.916	49.189	10.813	49.189	10.813	49.127
großobringen	11.315	51.020	11.357	51.020	11.357	51.055	11.315	51.055	11.315	51.020
oldsum	8.417	54.706	8.505	54.706	8.505	54.752	8.417	54.752	8.417	54.706
willmering	12.653	49.231	12.710	49.231	12.710	49.271	12.653	49.271	12.653	49.231
niederweiler	7.258	49.896	7.313	49.896	7.313	49.920	7.258	49.920	7.258	49.896
ritzerow	12.930	53.635	13.027	53.635	13.027	53.690	12.930	53.690	12.930	53.635
rodenbek	9.972	54.266	10.027	54.266	10.027	54.295	9.972	54.295	9.972	54.266
kirsbach	6.973	50.319	7.021	50.319	7.021	50.338	6.973	50.338	6.973	50.319
langenhagen	9.629	52.423	9.777	52.423	9.777	52.506	9.629	52.506	9.629	52.423
mellingen	11.351	50.918	11.424	50.918	11.424	50.964	11.351	50.964	11.351	50.918
ellscheid	6.890	50.139	6.935	50.139	6.935	50.167	6.890	50.167	6.890	50.139
werpeloh	7.417	52.853	7.551	52.853	7.551	52.930	7.417	52.930	7.417	52.853
